<5297,0,6299,0,1;
 5297,0,10479,0,2;
 5297,0,15201,0,3;
 5297,0,20326,0,4;
 5297,0,24898,0,4;
 5297,0,29349,0,5;
 5297,0,33304,0,6;
 5297,0,37631,0,7;
 5297,0,42428,0,8;
 5297,0,47023,0,9;
 5297,0,52571,0,10;
 5297,0,58696,0,11;
 5297,0,62776,0,12;
 5297,0,66347,0,13;
 5297,0,69260,0,13;
 5297,0,72025,0,14;
 5297,0,74323,0,14;
 5297,0,76684,0,15;
 5297,0,79403,0,15;
 5297,0,82093,0,16;
 5297,0,84579,0,16;
 5297,0,88054,0,17;
 5297,0,90206,0,18;
 5297,0,92421,0,18;
 5297,0,95127,0,19;
 5297,0,98290,0,19;
 5297,0,100941,0,20;
 5297,0,104241,0,20;
 5297,0,107720,0,21;
 5297,0,110597,0,22;
 5297,0,113442,0,22;
 5297,0,116148,0,23;
 5297,0,118615,0,23;
 5297,0,121528,0,24;
 5297,0,123837,0,24;
 5297,0,126505,0,25;
 5297,0,129204,0,25;
 5297,0,132530,0,26;
 5297,0,135398,0,27;
 5297,0,137763,0,27;
 5297,0,143169,0,28;
 5297,0,148099,0,29;
 5297,0,152557,0,30;
 5297,0,155102,1,31;
 5297,0,4770,0,0;
 5297,0,7452,0,1;
 5297,0,10156,0,2;
 5297,0,11217,0,2;
 5297,0,14507,0,2;
 5297,0,18022,0,3;
 5297,0,20570,0,4;
 5297,0,23707,0,4;
 5297,0,27378,0,5;
 5297,0,30281,0,6;
 5297,0,34047,0,6;
 5297,0,35694,0,7;
 5297,0,36648,0,7;
 5297,0,39354,0,7;
 5297,0,41726,0,8;
 5297,0,44294,0,8;
 5297,0,46158,0,9;
 5297,0,48131,0,9;
 5297,0,51245,0,10;
 5297,0,53786,0,10;
 5297,0,55941,0,11;
 5297,0,58332,0,11;
 5297,0,61072,0,12;
 5297,0,63791,0,12;
 5297,0,65991,0,13;
 5297,0,68171,0,13;
 5297,0,70850,0,14;
 5297,0,73806,0,14;
 5297,0,76695,0,15;
 5297,0,79355,0,15;
 5297,0,81410,0,16;
 5297,0,83325,0,16;
 5297,0,85164,0,17;
 5297,0,86109,0,17;
 5297,0,87608,0,17;
 5297,0,89560,0,17;
 5297,0,90893,0,18;
 5297,0,93025,0,18;
 5297,0,95246,0,19;
 5297,0,97408,0,19;
 5297,0,99072,0,19;
 5297,0,101508,0,20;
 5297,0,102981,0,20;
 5297,0,104612,0,20;
 5297,0,106730,0,21;
 5297,0,108914,0,21;
 5297,0,111486,0,22;
 5297,0,113556,0,22;
 5297,0,115833,0,23;
 5297,0,117899,0,23;
 5297,0,119000,0,23;
 5297,0,119621,0,23;
 5297,0,121510,0,24;
 5297,0,123511,0,24;
 5297,0,125254,0,25;
 5297,0,127988,0,25;
 5297,0,130724,0,26;
 5297,0,132526,0,26;
 5297,0,134840,0,26;
 5297,0,136727,0,27;
 5297,0,138259,0,27;
 5297,0,139539,0,27;
 5297,0,141715,0,28;
 5297,0,143036,0,28;
 5297,0,144557,0,28;
 5297,0,146465,0,29;
 5297,0,148396,0,29;
 5297,0,149858,0,29;
 5297,0,152093,0,30;
 5297,0,154467,0,30;
 5297,0,156453,0,31;
 5297,0,158450,0,31 ><5298,0,4372,0,0;
 5298,0,9064,0,1;
 5298,0,13846,0,2;
 5298,0,18251,0,3;
 5298,0,22725,0,4;
 5298,0,27843,0,5;
 5298,0,32508,0,6;
 5298,0,37003,0,7;
 5298,0,41817,0,8;
 5298,0,47203,0,9;
 5298,0,52571,0,10;
 5298,0,57887,0,11;
 5298,0,62468,0,12;
 5298,0,66738,0,13;
 5298,0,71023,0,14;
 5298,0,75818,0,15;
 5298,0,79929,0,15;
 5298,0,83721,0,16;
 5298,0,88008,0,17;
 5298,0,91941,0,18;
 5298,0,95928,0,19;
 5298,0,100400,0,20;
 5298,0,103883,0,20;
 5298,0,108156,0,21;
 5298,0,111865,0,22;
 5298,0,115527,0,23;
 5298,0,120400,0,24;
 5298,0,122983,0,24;
 5298,0,126507,0,25;
 5298,0,130014,0,26;
 5298,0,134470,0,26;
 5298,0,138555,0,27;
 5298,0,142429,0,28;
 5298,0,145344,0,29;
 5298,0,148837,0,29;
 5298,0,152791,0,30;
 5298,0,156433,0,31;
 5298,0,160350,0,32;
 5298,0,163496,0,32;
 5298,0,167134,0,33;
 5298,0,170815,0,34;
 5298,0,174119,0,34;
 5298,0,177999,0,35;
 5298,0,180693,0,36;
 5298,0,182668,0,36;
 5298,0,184031,0,36;
 5298,0,185010,0,37;
 5298,0,185112,0,37;
 5298,0,186981,0,37;
 5298,0,188971,0,37;
 5298,0,191450,0,38;
 5298,0,194235,0,38;
 5298,0,197006,0,39;
 5298,0,201347,0,40;
 5298,0,203901,0,40;
 5298,0,205697,0,41;
 5298,0,205697,0,41;
 5298,0,207358,0,41;
 5298,0,208989,0,41;
 5298,0,210737,0,42;
 5298,0,212592,0,42;
 5298,0,214228,0,42;
 5298,0,216888,0,43;
 5298,0,219800,0,43;
 5298,0,222252,0,44;
 5298,0,224753,0,44;
 5298,0,227475,0,45;
 5298,0,230163,0,46;
 5298,0,231903,0,46;
 5298,0,234135,0,46;
 5298,0,236619,0,47;
 5298,0,238939,0,47;
 5298,0,241522,0,48;
 5298,0,243698,0,48;
 5298,0,246250,0,49;
 5298,0,248907,0,49;
 5298,0,251637,0,50;
 5298,0,252955,0,50;
 5298,0,255869,0,51;
 5298,0,258059,0,51;
 5298,0,260787,0,52;
 5298,0,262065,0,52;
 5298,0,263504,0,52;
 5298,0,265436,0,53;
 5298,0,267143,0,53;
 5298,0,268085,0,53;
 5298,0,270310,0,54;
 5298,0,271850,0,54;
 5298,0,273870,0,54;
 5298,0,275345,0,55;
 5298,0,277605,0,55;
 5298,0,280091,0,56;
 5298,0,281659,0,56;
 5298,0,284185,0,56;
 5298,0,286672,0,57;
 5298,0,288640,0,57;
 5298,0,290485,0,58;
 5298,0,292192,0,58;
 5298,0,293846,0,58;
 5298,0,296824,0,59;
 5298,0,297580,0,59;
 5298,0,298992,0,59;
 5298,0,300619,0,60;
 5298,0,302519,0,60;
 5298,0,304096,0,60;
 5298,0,306799,0,61;
 5298,0,308882,0,61;
 5298,0,310369,0,62;
 5298,0,312719,0,62;
 5298,0,315040,0,63;
 5298,0,316984,0,63;
 5298,0,319330,0,63;
 5298,0,320645,0,64;
 5298,0,322814,0,64;
 5298,0,324812,0,64;
 5298,0,326724,0,65 ><5299,0,8016,0,1;
 5299,0,12892,0,2;
 5299,0,18412,0,3;
 5299,0,23993,0,4;
 5299,0,29378,0,5;
 5299,0,33604,0,6;
 5299,0,39581,0,7;
 5299,0,44432,0,8;
 5299,0,49761,0,9;
 5299,0,54512,0,10;
 5299,0,60814,0,12;
 5299,0,67007,0,13;
 5299,0,71339,0,14;
 5299,0,76195,0,15;
 5299,0,79982,0,15;
 5299,0,84298,0,16;
 5299,0,89044,0,17;
 5299,0,92851,0,18;
 5299,0,96988,0,19;
 5299,0,100540,0,20;
 5299,0,104535,0,20;
 5299,0,108581,0,21;
 5299,0,112893,0,22;
 5299,0,116904,0,23;
 5299,0,121740,0,24;
 5299,0,125534,0,25;
 5299,0,130463,0,26;
 5299,0,136755,0,27;
 5299,0,142556,0,28;
 5299,0,147314,0,29;
 5299,0,153255,0,30;
 5299,0,158543,0,31;
 5299,0,164203,0,32;
 5299,0,168695,0,33;
 5299,0,173423,0,34;
 5299,0,178899,0,35;
 5299,0,181499,0,36;
 5299,0,184455,0,36;
 5299,0,188193,0,37;
 5299,0,191705,0,38;
 5299,0,195056,0,39;
 5299,0,197357,0,39;
 5299,0,200814,0,40;
 5299,0,203273,0,40;
 5299,0,206259,0,41;
 5299,0,208342,0,41;
 5299,0,209200,0,41;
 5299,0,209200,0,41;
 5299,0,211095,1,42;
 5299,0,4431,0,0;
 5299,0,7005,0,1;
 5299,0,10476,0,2;
 5299,0,13585,0,2;
 5299,0,16175,0,3;
 5299,0,19493,0,3;
 5299,0,21642,0,4;
 5299,0,23364,0,4;
 5299,0,24173,0,4;
 5299,0,26527,0,5;
 5299,0,29018,0,5;
 5299,0,31415,0,6;
 5299,0,33762,0,6;
 5299,0,36849,0,7;
 5299,0,39450,0,7;
 5299,0,41478,0,8;
 5299,0,43578,0,8;
 5299,0,46060,0,9;
 5299,0,46879,0,9;
 5299,0,46879,0,9;
 5299,0,46879,0,9;
 5299,0,47515,0,9;
 5299,0,49892,0,9;
 5299,0,51774,0,10;
 5299,0,53310,0,10;
