Bus_ID	period	state	mileage	usage	decision
5297	0	0	2353.0		0
5297	1	1	6299.0	1.0	0
5297	2	2	10479.0	1.0	0
5297	3	3	15201.0	1.0	0
5297	4	4	20326.0	1.0	0
5297	5	4	24898.0	0.0	0
5297	6	5	29349.0	1.0	0
5297	7	6	33304.0	1.0	0
5297	8	7	37631.0	1.0	0
5297	9	8	42428.0	1.0	0
5297	10	9	47023.0	1.0	0
5297	11	10	52571.0	1.0	0
5297	12	11	58696.0	1.0	0
5297	13	12	62776.0	1.0	0
5297	14	13	66347.0	1.0	0
5297	15	13	69260.0	0.0	0
5297	16	14	72025.0	1.0	0
5297	17	14	74323.0	0.0	0
5297	18	15	76684.0	1.0	0
5297	19	15	79403.0	0.0	0
5297	20	16	82093.0	1.0	0
5297	21	16	84579.0	0.0	0
5297	22	17	88054.0	1.0	0
5297	23	18	90206.0	1.0	0
5297	24	18	92421.0	0.0	0
5297	25	19	95127.0	1.0	0
5297	26	19	98290.0	0.0	0
5297	27	20	100941.0	1.0	0
5297	28	20	104241.0	0.0	0
5297	29	21	107720.0	1.0	0
5297	30	22	110597.0	1.0	0
5297	31	22	113442.0	0.0	0
5297	32	23	116148.0	1.0	0
5297	33	23	118615.0	0.0	0
5297	34	24	121528.0	1.0	0
5297	35	24	123837.0	0.0	0
5297	36	25	126505.0	1.0	0
5297	37	25	129204.0	0.0	0
5297	38	26	132530.0	1.0	0
5297	39	27	135398.0	1.0	0
5297	40	27	137763.0	0.0	0
5297	41	28	143169.0	1.0	0
5297	42	29	148099.0	1.0	0
5297	43	30	152557.0	1.0	1
5297	44	0	1702.0	1.0	0
5297	45	0	4770.0	0.0	0
5297	46	1	7452.0	1.0	0
5297	47	2	10156.0	1.0	0
5297	48	2	11217.0	0.0	0
5297	49	2	14507.0	0.0	0
5297	50	3	18022.0	1.0	0
5297	51	4	20570.0	1.0	0
5297	52	4	23707.0	0.0	0
5297	53	5	27378.0	1.0	0
5297	54	6	30281.0	1.0	0
5297	55	6	34047.0	0.0	0
5297	56	7	35694.0	1.0	0
5297	57	7	36648.0	0.0	0
5297	58	7	39354.0	0.0	0
5297	59	8	41726.0	1.0	0
5297	60	8	44294.0	0.0	0
5297	61	9	46158.0	1.0	0
5297	62	9	48131.0	0.0	0
5297	63	10	51245.0	1.0	0
5297	64	10	53786.0	0.0	0
5297	65	11	55941.0	1.0	0
5297	66	11	58332.0	0.0	0
5297	67	12	61072.0	1.0	0
5297	68	12	63791.0	0.0	0
5297	69	13	65991.0	1.0	0
5297	70	13	68171.0	0.0	0
5297	71	14	70850.0	1.0	0
5297	72	14	73806.0	0.0	0
5297	73	15	76695.0	1.0	0
5297	74	15	79355.0	0.0	0
5297	75	16	81410.0	1.0	0
5297	76	16	83325.0	0.0	0
5297	77	17	85164.0	1.0	0
